1.658985 	4.285136
-3.453680 	3.424321
4.838138 	-1.151539
-5.379710 	-3.362104
0.972564 	2.924086
-3.567910 	1.531611
0.450614 	-3.302219
-3.487100 	-1.724432
2.668759 	1.594842
-3.156480 	3.191137
3.165506 	-3.999838
-2.786830 	-3.099354
4.208187 	2.984927
-2.123330 	2.943366
0.704199 	-0.479481
-0.392370 	-3.963704
2.831667 	1.574018
-0.790150 	3.343144
2.943496 	-3.357075
-3.195880 	-2.283926
2.336445 	2.875106
-1.786340 	2.554248
2.190101 	-1.906020
-3.403360 	-2.778288
1.778124 	3.880832
-1.688340 	2.230267
2.592976 	-2.054368
-4.007250 	-3.207066
2.257734 	3.387564
-2.679010 	0.785119
0.939512 	-4.023563
-3.674420 	-2.261084
2.046259 	2.735279
-3.189470 	1.780269
4.372646 	-0.822248
-2.579310 	-3.497576
1.889034 	5.190400
-0.798740 	2.185588
2.836520 	-2.658556
-3.837870 	-3.253815
2.096701 	3.886007
-2.709030 	2.923887
3.367037 	-3.184789
-2.121470 	-4.232586
2.329546 	3.179764
-3.284810 	3.273099
3.091414 	-3.815232
-3.762090 	-2.432191
3.542056 	2.778832
-1.736820 	4.241041
2.127073 	-2.983680
-4.323810 	-3.938116
3.792121 	5.135768
-4.786470 	3.358547
2.624081 	-3.260715
-4.009290 	-2.978115
2.493525 	1.963710
-2.513660 	2.642162
1.864375 	-3.176309
-3.171180 	-3.572452
2.894220 	2.489128
-2.562530 	2.884438
3.491078 	-3.947487
-2.565720 	-2.012114
3.332948 	3.983102
-1.616800 	3.573188
2.280615 	-2.559444
-2.651220 	-3.103198
2.321395 	3.154987
-1.685700 	2.939697
3.031012 	-3.620252
-4.599620 	-2.185829
4.196223 	1.126677
-2.133860 	3.093686
4.668892 	-2.562705
-2.793240 	-2.149706
2.884105 	3.043438
-2.967640 	2.848696
4.479332 	-1.764772
-4.905560 	-2.911070
